hotel,city,url,price,rating,stars,price_range,lowest_price,highest_price
Shangri-La,Канди,https://www.tripadvisor.ru/Hotel_Review-g304138-d2020599-Reviews-Shangri_La-Kandy_Kandy_District_Central_Province.html,,4.5,,1 915 руб - 2 553 руб,1915,2553
Rivora Heights,Канди,https://www.tripadvisor.ru/Hotel_Review-g304138-d25308618-Reviews-Rivora_Heights-Kandy_Kandy_District_Central_Province.html,,4.5,,5 654 руб - 9 028 руб,5654,9028
Sweet Cinnamon Kandy,Канди,https://www.tripadvisor.ru/Hotel_Review-g304138-d3187679-Reviews-Sweet_Cinnamon_Kandy-Kandy_Kandy_District_Central_Province.html,,4.5,3.0,6 292 руб - 12 402 руб,6292,12402
The Richmond House Kandy,Канди,https://www.tripadvisor.ru/Hotel_Review-g304138-d1812733-Reviews-The_Richmond_House_Kandy-Kandy_Kandy_District_Central_Province.html,,4.5,3.0,2 736 руб - 3 009 руб,2736,3009
Queens Mount,Канди,https://www.tripadvisor.ru/Hotel_Review-g304138-d15082617-Reviews-Queens_Mount-Kandy_Kandy_District_Central_Province.html,,4.5,,912 руб - 1 459 руб,912,1459
Thotupola Residence,Канди,https://www.tripadvisor.ru/Hotel_Review-g304138-d7040883-Reviews-Thotupola_Residence-Kandy_Kandy_District_Central_Province.html,,4.5,2.0,5 745 руб - 6 748 руб,5745,6748
Lake Avenue,Канди,https://www.tripadvisor.ru/Hotel_Review-g304138-d25571249-Reviews-Lake_Avenue-Kandy_Kandy_District_Central_Province.html,,4.5,,8 116 руб - 9 119 руб,8116,9119
Revelton Suites Karlovy Vary,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d10481097-Reviews-Revelton_Suites_Karlovy_Vary-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,9070,5.0,,5 927 руб - 9 940 руб,5927,9940
Revelton Studios Karlovy Vary,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d16745435-Reviews-Revelton_Studios_Karlovy_Vary-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,7081,5.0,,5 198 руб - 7 295 руб,5198,7295
Male Versailles,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d12142823-Reviews-Male_Versailles-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,5.0,4.0,8 572 руб - 13 587 руб,8572,13587
Отель Дворана,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d4582904-Reviews-Hotel_Dvorana-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,5.0,,10 761 руб - 12 037 руб,10761,12037
Golden Key Boutique Hotel,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d17727063-Reviews-Golden_Key_Boutique_Hotel-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,5.0,4.0,9 393 руб - 11 399 руб,9393,11399
Rubin Luxury Apartments,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d12428105-Reviews-Rubin_Luxury_Apartments-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,5.0,,19 697 руб - 24 166 руб,19697,24166
Château Cihelny,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d25170637-Reviews-Chateau_Cihelny-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,5.0,,11 125 руб - 14 135 руб,11125,14135
Отель Ливия,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d5288580-Reviews-Hotel_Livia-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,5.0,,18 056 руб - 22 159 руб,18056,22159
Family Apartments by ASTORIA Hotel & Medical Spa,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d26822622-Reviews-Family_Apartments_by_ASTORIA_Hotel_Medical_Spa-Karlovy_Vary_Karlovy_Vary_Region_Bohem.html,,5.0,,12 767 руб - 16 779 руб,12767,16779
Karlsbad Prestige,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d15842903-Reviews-Karlsbad_Prestige-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,5.0,,11 764 руб - 16 232 руб,11764,16232
VILLA BRICOLA - Boutique Apartments,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d19080594-Reviews-VILLA_BRICOLA_Boutique_Apartments-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,5.0,,10 487 руб - 12 128 руб,10487,12128
Residence IRON CUBE,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d25365055-Reviews-Residence_IRON_CUBE-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,5.0,,8 390 руб - 10 213 руб,8390,10213
Pension Pstruzi,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d6648535-Reviews-Pension_Pstruzi-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,5.0,,7 113 руб - 9 666 руб,7113,9666
Слунечни Лазне,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d2482012-Reviews-Slunecni_lazne-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,5.0,,8 754 руб - 11 672 руб,8754,11672
Отель Романс Пушкин,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d276012-Reviews-Hotel_Romance-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,4.0,7 660 руб - 12 128 руб,7660,12128
Ретро Риверсайд Лакшери Велнесс Резорт,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d3954554-Reviews-Retro_Riverside_Wellness_Resort-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,12 676 руб - 28 999 руб,12676,28999
Президент Спа-Отель и Санаторий,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d1413432-Reviews-Prezident_Luxury_Spa_Wellness_Hotel-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,14 682 руб - 19 059 руб,14682,19059
Karlsbad Grande Madonna Spa & Wellness Hotel,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d630391-Reviews-Karlsbad_Grande_Madonna_Spa_Wellness_Hotel-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,14645,4.5,,14 226 руб - 16 597 руб,14226,16597
Санаториум Астория,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d276005-Reviews-ASTORIA_Hotel_Medical_Spa-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,9 849 руб - 12 858 руб,9849,12858
Boutique Spa Hotel Atlantic Palace,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d7178408-Reviews-Boutique_Spa_Hotel_Atlantic_Palace-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,7 934 руб - 11 490 руб,7934,11490
Luxury Spa Hotel Olympic Palace,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d9460887-Reviews-Luxury_Spa_Hotel_Olympic_Palace-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,13 587 руб - 22 159 руб,13587,22159
Онтарио,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d1137070-Reviews-Hotel_Ontario-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,7 386 руб - 12 220 руб,7386,12220
Олимпия,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d1166034-Reviews-Olympia_Spa_Wellness-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,5 927 руб - 10 852 руб,5927,10852
Отель Эмбассы,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d276008-Reviews-Hotel_Embassy-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,4.0,10 852 руб - 14 682 руб,10852,14682
Отель Санкт-Петербург,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d2483058-Reviews-Hotel_Saint_Petersburg-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,6 748 руб - 7 751 руб,6748,7751
Бутик отель Корзо,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d6870225-Reviews-Boutique_Hotel_Corso-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,8 846 руб - 16 779 руб,8846,16779
Сальватор Отель Карловы Вары,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d858116-Reviews-Salvator_Hotel_Carlsbad-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,7 386 руб - 11 034 руб,7386,11034
Пансион Романия,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d1590592-Reviews-Hotel_Romania-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,5 745 руб - 8 481 руб,5745,8481
Отель Променада,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d276011-Reviews-Promenada_Hotel-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,10 943 руб - 14 226 руб,10943,14226
Отель Бостон,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d566172-Reviews-Hotel_Boston-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,4 742 руб - 6 657 руб,4742,6657
Сен Йосеф Роял Риджент,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d1830970-Reviews-St_Joseph_Royal_Regent-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,4.0,17 053 руб - 21 065 руб,17053,21065
Аква Марина Велнесс & Спа Отель,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d1057556-Reviews-Boutique_Spa_Hotel_Aqua_Marina-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,4.0,8 754 руб - 15 047 руб,8754,15047
Лафонте Отель,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d1742127-Reviews-Hotel_Lafonte-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,9 210 руб - 9 940 руб,9210,9940
Отель Палатин,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d632935-Reviews-Hotel_Palatin-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,7 751 руб - 10 396 руб,7751,10396
Пансион Вилла Роза,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d650311-Reviews-Pension_Villa_Rosa-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,7 751 руб - 10 669 руб,7751,10669
Отель Вилла Риттер,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d1726490-Reviews-Hotel_Villa_Ritter-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,13 223 руб - 19 059 руб,13223,19059
Hotel Heluan,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d24790194-Reviews-Hotel_Heluan-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,5 836 руб - 7 113 руб,5836,7113
Spa Hotel Ulrika,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d654868-Reviews-Spa_Hotel_Ulrika-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,14 317 руб - 18 329 руб,14317,18329
Dvůr Stráň,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d6984047-Reviews-Dvur_Stran-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,5 471 руб - 7 478 руб,5471,7478
Гарни Готель/Пансион Фан,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d946222-Reviews-Garni_Hotel_Pension_Fan-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,3 556 руб - 5 563 руб,3556,5563
Вилла Басилея,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d1019775-Reviews-Villa_Basileia_Riverside-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,8 937 руб - 12 858 руб,8937,12858
Spa Hotel Iris,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d10419707-Reviews-Spa_Hotel_Iris-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,12 676 руб - 17 782 руб,12676,17782
Байеришер Гоф Отель,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d947093-Reviews-Hotel_Millenium_Luxury_Wellness_Spa_Karlovy_Vary-Karlovy_Vary_Karlovy_Vary_Region_Bohem.html,,4.5,,6 292 руб - 12 311 руб,6292,12311
Star Hotel,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d16183485-Reviews-Star_Hotel-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,14344,4.5,,9 484 руб - 14 226 руб,9484,14226
Отель Тереза,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d2285066-Reviews-Hotel_Tereza-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,7824,4.5,,7 022 руб - 12 767 руб,7022,12767
Пансион Эсцриме,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d3400929-Reviews-Pension_Escrime-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,5 016 руб - 5 016 руб,5016,5016
Евроагентур Отель Мозарт,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d667306-Reviews-EA_Hotel_Mozart-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.5,,5 016 руб - 5 471 руб,5016,5471
Резиденс Цертовка,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d3397383-Reviews-Rezidence_Certovka-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,14043,4.5,,6 657 руб - 11 216 руб,6657,11216
Мальта Отель,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d497476-Reviews-Malta_Hotel-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,11836,4.5,4.0,9 210 руб - 12 676 руб,9210,12676
Гранотель Папп,Карловы Вары,https://www.tripadvisor.ru/Hotel_Review-g274697-d275547-Reviews-Grandhotel_Pupp-Karlovy_Vary_Karlovy_Vary_Region_Bohemia.html,,4.0,,14 682 руб - 20 062 руб,14682,20062
Merit Royal Diamond Hotel & SPA,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d25370887-Reviews-Merit_Royal_Diamond_Hotel_SPA-Kyrenia_Kyrenia_District.html,,5.0,,45 687 руб - 70 855 руб,45687,70855
Kemerli Konak Boutique Hotel,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d5984498-Reviews-Kemerli_Konak_Boutique_Hotel-Kyrenia_Kyrenia_District.html,,5.0,3.0,13 314 руб - 13 587 руб,13314,13587
Hanna Koumi,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d15153439-Reviews-Hanna_Koumi-Kyrenia_Kyrenia_District.html,,5.0,4.0,6 383 руб - 7 386 руб,6383,7386
Роккс Отель Касино,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d626369-Reviews-Rocks_Hotel_Casino-Kyrenia_Kyrenia_District.html,20697,4.5,5.0,21 156 руб - 33 102 руб,21156,33102
Най Лайф,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d325734-Reviews-High_Life_Hotel-Kyrenia_Kyrenia_District.html,,4.5,3.5,13 040 руб - 15 958 руб,13040,15958
Паради Бунгало,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d1625199-Reviews-Paradise_Bungalows-Kyrenia_Kyrenia_District.html,,4.5,3.0,5 380 руб - 5 927 руб,5380,5927
Гран Центр Бутик Отель,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d2462970-Reviews-Grand_Center_Boutique_Hotel-Kyrenia_Kyrenia_District.html,,4.5,4.0,6 931 руб - 7 569 руб,6931,7569
Les Ambassadeurs Hotel Casino & Marina,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d17298409-Reviews-Les_Ambassadeurs_Hotel_Casino_Marina-Kyrenia_Kyrenia_District.html,22422,4.5,4.0,21 156 руб - 31 005 руб,21156,31005
Колони Отель - Парк Херитаг Отель,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d575053-Reviews-The_Arkin_Colony_Hotel-Kyrenia_Kyrenia_District.html,,4.5,5.0,15 685 руб - 20 336 руб,15685,20336
Lord's Palace Hotel Spa & Casino,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d10816731-Reviews-Lord_s_Palace_Hotel_Spa_Casino-Kyrenia_Kyrenia_District.html,,4.5,5.0,16 962 руб - 33 102 руб,16962,33102
Бутик-Отель София,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d15002613-Reviews-Sofia_Boutique_Hotel-Kyrenia_Kyrenia_District.html,7550,4.5,3.0,6 566 руб - 8 025 руб,6566,8025
Мерит Кристал Ков,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d505817-Reviews-Merit_Crystal_Cove_Hotel_Casino_Spa-Kyrenia_Kyrenia_District.html,,4.5,5.0,31 005 руб - 54 715 руб,31005,54715
Kyrenia Palace Boutique Hotel,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d8483473-Reviews-Kyrenia_Palace_Boutique_Hotel-Kyrenia_Kyrenia_District.html,,4.5,3.0,11 216 руб - 12 493 руб,11216,12493
Отель Пия Белла,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d586648-Reviews-Hotel_Pia_Bella-Kyrenia_Kyrenia_District.html,12432,4.5,4.0,9 210 руб - 13 223 руб,9210,13223
Мерит Парк Отель & Касино,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d4311675-Reviews-Merit_Park_Hotel_Casino-Kyrenia_Kyrenia_District.html,,4.5,5.0,29 090 руб - 56 903 руб,29090,56903
Grand Pasha Kyrenia Hotel & Casino & Spa,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d7113026-Reviews-Grand_Pasha_Kyrenia_Hotel_Casino_Spa-Kyrenia_Kyrenia_District.html,13798,4.5,5.0,13 679 руб - 14 955 руб,13679,14955
Dorana Hotel,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d5848847-Reviews-Dorana_Hotel-Kyrenia_Kyrenia_District.html,10272,4.0,3.0,10 396 руб - 15 320 руб,10396,15320
Avenue Hotel,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d14139228-Reviews-Avenue_Hotel-Kyrenia_Kyrenia_District.html,,4.0,3.0,6 931 руб - 9 301 руб,6931,9301
Доум Отель & Касино Кирения,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d550778-Reviews-Dome_Hotel-Kyrenia_Kyrenia_District.html,12392,4.0,4.0,11 855 руб - 16 870 руб,11855,16870
Самми'з Отель,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d602177-Reviews-Sammy_s_Hotel-Kyrenia_Kyrenia_District.html,5375,4.0,3.0,4 742 руб - 15 776 руб,4742,15776
Бритиш Отель,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d292123-Reviews-The_British_Hotel-Kyrenia_Kyrenia_District.html,,4.0,3.0,6 839 руб - 8 390 руб,6839,8390
Оскар Резорт Отель,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d638121-Reviews-Oscar_Resort_Hotel-Kyrenia_Kyrenia_District.html,16385,4.0,4.0,7 751 руб - 10 761 руб,7751,10761
Схип Инн,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d566004-Reviews-The_Ship_Inn_Hotel_Villas-Kyrenia_Kyrenia_District.html,,4.0,3.0,6 019 руб - 8 025 руб,6019,8025
Lord's Residence Boutique Hotel,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d13748459-Reviews-Lord_s_Residence_Boutique_Hotel-Kyrenia_Kyrenia_District.html,7172,4.0,3.0,6 657 руб - 7 386 руб,6657,7386
New Kyrenia Hostel,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d21370949-Reviews-New_Kyrenia_Hostel-Kyrenia_Kyrenia_District.html,,3.5,,2 736 руб - 3 648 руб,2736,3648
Olivia Palm Hotel,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d19031146-Reviews-Olivia_Palm_Hotel-Kyrenia_Kyrenia_District.html,10705,3.5,3.0,6 748 руб - 8 937 руб,6748,8937
MC Palace Hotel,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d19912318-Reviews-MC_Palace_Hotel-Kyrenia_Kyrenia_District.html,9866,3.0,5.0,8 207 руб - 12 402 руб,8207,12402
Kyrenia British Harbour Hotel,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d17601906-Reviews-Kyrenia_British_Harbour_Hotel-Kyrenia_Kyrenia_District.html,,3.0,,6 839 руб - 7 934 руб,6839,7934
Каан Отель Апт,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d2292572-Reviews-Kaan_Hotel_Apt-Kyrenia_Kyrenia_District.html,,3.0,2.0,4 833 руб - 5 471 руб,4833,5471
Кирения Джазмин Корт Отель,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d577506-Reviews-Jasmine_Court_Hotel_Casino-Kyrenia_Kyrenia_District.html,5939,2.5,5.0,4 651 руб - 5 471 руб,4651,5471
Kasgar Court Hotel,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d15360512-Reviews-Kasgar_Court_Hotel-Kyrenia_Kyrenia_District.html,,2.5,,7 295 руб - 7 386 руб,7295,7386
Мерит Роял,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d4480493-Reviews-Merit_Royal_Hotel_Casino_Spa-Kyrenia_Kyrenia_District.html,,,5.0,46 143 руб - 84 443 руб,46143,84443
Принс Инн Отель & Виллас,Кирения,https://www.tripadvisor.ru/Hotel_Review-g190378-d1540924-Reviews-The_Prince_Inn_Hotel_Villas-Kyrenia_Kyrenia_District.html,,,3.0,4 468 руб - 5 745 руб,4468,5745
Reindeer Lodge,Кируна,https://www.tripadvisor.ru/Hotel_Review-g939981-d7071018-Reviews-Reindeer_Lodge-Jukkasjarvi_Kiruna_Norrbotten_County.html,,5.0,,14 317 руб - 31 278 руб,14317,31278
Camp Caroli,Кируна,https://www.tripadvisor.ru/Hotel_Review-g189815-d13308239-Reviews-Camp_Caroli-Kiruna_Norrbotten_County.html,,5.0,,11 399 руб - 15 411 руб,11399,15411
Arctic Gourmet Cabin,Кируна,https://www.tripadvisor.ru/Hotel_Review-g189815-d7734235-Reviews-Arctic_Gourmet_Cabin-Kiruna_Norrbotten_County.html,,5.0,,34 014 руб - 68 849 руб,34014,68849
ICEHOTEL,Кируна,https://www.tripadvisor.ru/Hotel_Review-g939981-d259843-Reviews-ICEHOTEL-Jukkasjarvi_Kiruna_Norrbotten_County.html,,4.5,,13 679 руб - 29 363 руб,13679,29363
Camp Alta,Кируна,https://www.tripadvisor.ru/Hotel_Review-g189815-d944749-Reviews-Camp_Alta-Kiruna_Norrbotten_County.html,,4.5,,6 201 руб - 12 584 руб,6201,12584
Máttaráhkká - Northern Light Lodge,Кируна,https://www.tripadvisor.ru/Hotel_Review-g189815-d3830364-Reviews-Mattarahkka_Northern_Light_Lodge-Kiruna_Norrbotten_County.html,,4.5,,16 323 руб - 21 977 руб,16323,21977
Aurora Camp Kurravaara,Кируна,https://www.tripadvisor.ru/Hotel_Review-g189815-d8869328-Reviews-Aurora_Camp_Kurravaara-Kiruna_Norrbotten_County.html,,4.5,,10 669 руб - 40 033 руб,10669,40033
"Hotel Bishops Arms, Kiruna",Кируна,https://www.tripadvisor.ru/Hotel_Review-g189815-d2018589-Reviews-Hotel_Bishops_Arms_Kiruna-Kiruna_Norrbotten_County.html,,4.0,,12 493 руб - 23 527 руб,12493,23527
SPiS Hotel & Hostel,Кируна,https://www.tripadvisor.ru/Hotel_Review-g189815-d3586889-Reviews-SPiS_Hotel_Hostel-Kiruna_Norrbotten_County.html,,3.5,,10 943 руб - 16 141 руб,10943,16141
Scandic Kiruna,Кируна,https://www.tripadvisor.ru/Hotel_Review-g189815-d23632933-Reviews-Scandic_Kiruna-Kiruna_Norrbotten_County.html,29201,3.5,,15 685 руб - 31 005 руб,15685,31005
Malmfältens Logi & Konferens,Кируна,https://www.tripadvisor.ru/Hotel_Review-g189815-d5038034-Reviews-Malmfaltens_Logi_Konferens-Kiruna_Norrbotten_County.html,,3.5,,6 201 руб - 8 846 руб,6201,8846
Camp Ripan,Кируна,https://www.tripadvisor.ru/Hotel_Review-g189815-d552811-Reviews-Camp_Ripan-Kiruna_Norrbotten_County.html,,,,14 043 руб - 17 965 руб,14043,17965
Hotel Arctic Eden,Кируна,https://www.tripadvisor.ru/Hotel_Review-g189815-d1343185-Reviews-Hotel_Arctic_Eden-Kiruna_Norrbotten_County.html,,,3.0,11 946 руб - 22 707 руб,11946,22707
The Resident Covent Garden,Лондон,https://www.tripadvisor.ru/Hotel_Review-g186338-d15134890-Reviews-The_Resident_Covent_Garden-London_England.html,,5.0,4.0,23 163 руб - 41 127 руб,23163,41127
Canopy by Hilton London City,Лондон,https://www.tripadvisor.ru/Hotel_Review-g186338-d23246836-Reviews-Canopy_by_Hilton_London_City-London_England.html,,5.0,4.0,20 883 руб - 35 564 руб,20883,35564
Чаринг Кросс,Лондон,https://www.tripadvisor.ru/Hotel_Review-g186338-d193104-Reviews-The_Clermont_London_Charing_Cross-London_England.html,25723,5.0,4.0,23 345 руб - 42 404 руб,23345,42404
The Montcalm Royal London House,Лондон,https://www.tripadvisor.ru/Hotel_Review-g186338-d10810215-Reviews-The_Montcalm_Royal_London_House-London_England.html,27152,5.0,5.0,21 612 руб - 37 297 руб,21612,37297
"Wilde Aparthotels, London, Paddington",Лондон,https://www.tripadvisor.ru/Hotel_Review-g186338-d23500327-Reviews-Wilde_Aparthotels_London_Paddington-London_England.html,,5.0,4.0,17 235 руб - 31 370 руб,17235,31370
"Wilde Aparthotels, London, Aldgate Tower Bridge",Лондон,https://www.tripadvisor.ru/Hotel_Review-g186338-d23500323-Reviews-Wilde_Aparthotels_London_Aldgate_Tower_Bridge-London_England.html,,5.0,4.0,16 506 руб - 27 266 руб,16506,27266
Честерфилд Мейфэр,Лондон,https://www.tripadvisor.ru/Hotel_Review-g186338-d192064-Reviews-The_Chesterfield_Mayfair-London_England.html,,5.0,4.0,33 011 руб - 50 155 руб,33011,50155
Сити Отель,Лондон,https://www.tripadvisor.ru/Hotel_Review-g186338-d192029-Reviews-Hampton_by_Hilton_London_City-London_England.html,,5.0,3.0,13 770 руб - 24 439 руб,13770,24439
"Shangri-La The Shard, London",Лондон,https://www.tripadvisor.ru/Hotel_Review-g186338-d6484754-Reviews-Shangri_La_The_Shard_London-London_England.html,,5.0,5.0,68 576 руб - 90 553 руб,68576,90553
Надлр Сохо,Лондон,https://www.tripadvisor.ru/Hotel_Review-g186338-d4062677-Reviews-The_Resident_Soho-London_England.html,,5.0,4.0,21 156 руб - 36 932 руб,21156,36932
Бест Вестерн Премьер Шефтсбери Отель,Лондон,https://www.tripadvisor.ru/Hotel_Review-g186338-d193114-Reviews-The_Piccadilly_London_West_End-London_England.html,,5.0,5.0,23 801 руб - 39 942 руб,23801,39942
Монтегю Он Гарденс,Лондон,https://www.tripadvisor.ru/Hotel_Review-g186338-d192036-Reviews-The_Montague_on_The_Gardens-London_England.html,29388,5.0,4.0,27 540 руб - 48 240 руб,27540,48240
